datetime,symbol,open,high,low,close
2023-11-06 00:00, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:01, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:02, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:03, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:04, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:05, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:06, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:07, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:08, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:09, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:10, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:11, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:12, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:13, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:14, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:15, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:16, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:17, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:18, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:19, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:20, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:21, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:22, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:23, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:24, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:25, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:26, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:27, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:28, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:29, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:30, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:31, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:32, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:33, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:34, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:35, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:36, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:37, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:38, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:39, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:40, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:41, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:42, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:43, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:44, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:45, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:46, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:47, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:48, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:49, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:50, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:51, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:52, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:53, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:54, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:55, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:56, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:57, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:58, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 00:59, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:00, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:01, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:02, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:03, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:04, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:05, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:06, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:07, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:08, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:09, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:10, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:11, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:12, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:13, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:14, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:15, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:16, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:17, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:18, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:19, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:20, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:21, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:22, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:23, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:24, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:25, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:26, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:27, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:28, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:29, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:30, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:31, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:32, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:33, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:34, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:35, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:36, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:37, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:38, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:39, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:40, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:41, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:42, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:43, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:44, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:45, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:46, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:47, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:48, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:49, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:50, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:51, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:52, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:53, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:54, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:55, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:56, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:57, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:58, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 01:59, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 02:00, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 02:01, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 02:02, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 02:03, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 02:04, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 02:05, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 02:06, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 02:07, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 02:08, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 02:09, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 02:10, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 02:11, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 02:12, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 02:13, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 02:14, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 02:15, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 02:16, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 02:17, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 02:18, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 02:19, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 02:20, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 02:21, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 02:22, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 02:23, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 02:24, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 02:25, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 02:26, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 02:27, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 02:28, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 02:29, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 02:30, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 02:31, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 02:32, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 02:33, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 02:34, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 02:35, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 02:36, USDJPY, 149.314, 149.314, 149.314, 149.314
2023-11-06 02:37, USDJPY, 149.314, 149.314, 149.314, 149.314
