datetime,symbol,open,high,low,close
2023-11-09 00:00, USDJPY, 150.833, 150.844, 150.832, 150.843
2023-11-09 00:01, USDJPY, 150.836, 150.859, 150.832, 150.856
2023-11-09 00:02, USDJPY, 150.856, 150.888, 150.853, 150.887
2023-11-09 00:03, USDJPY, 150.886, 150.911, 150.886, 150.903
2023-11-09 00:04, USDJPY, 150.903, 150.903, 150.877, 150.881
2023-11-09 00:05, USDJPY, 150.881, 150.887, 150.866, 150.866
2023-11-09 00:06, USDJPY, 150.866, 150.869, 150.857, 150.868
2023-11-09 00:07, USDJPY, 150.868, 150.876, 150.865, 150.868
2023-11-09 00:08, USDJPY, 150.868, 150.87, 150.845, 150.849
2023-11-09 00:09, USDJPY, 150.847, 150.855, 150.843, 150.855
2023-11-09 00:10, USDJPY, 150.853, 150.856, 150.84, 150.843
2023-11-09 00:11, USDJPY, 150.845, 150.86, 150.839, 150.86
2023-11-09 00:12, USDJPY, 150.86, 150.877, 150.858, 150.875
2023-11-09 00:13, USDJPY, 150.876, 150.888, 150.866, 150.867
2023-11-09 00:14, USDJPY, 150.867, 150.877, 150.867, 150.869
2023-11-09 00:15, USDJPY, 150.869, 150.889, 150.869, 150.885
2023-11-09 00:16, USDJPY, 150.885, 150.887, 150.874, 150.88
2023-11-09 00:17, USDJPY, 150.88, 150.885, 150.863, 150.864
2023-11-09 00:18, USDJPY, 150.86, 150.872, 150.857, 150.872
2023-11-09 00:19, USDJPY, 150.872, 150.873, 150.857, 150.857
2023-11-09 00:20, USDJPY, 150.857, 150.89, 150.857, 150.888
2023-11-09 00:21, USDJPY, 150.888, 150.893, 150.875, 150.876
2023-11-09 00:22, USDJPY, 150.877, 150.889, 150.865, 150.88
2023-11-09 00:23, USDJPY, 150.88, 150.88, 150.855, 150.864
2023-11-09 00:24, USDJPY, 150.864, 150.89, 150.864, 150.889
2023-11-09 00:25, USDJPY, 150.888, 150.909, 150.886, 150.908
2023-11-09 00:26, USDJPY, 150.909, 150.911, 150.9, 150.908
2023-11-09 00:27, USDJPY, 150.908, 150.908, 150.89, 150.89
2023-11-09 00:28, USDJPY, 150.89, 150.905, 150.89, 150.898
2023-11-09 00:29, USDJPY, 150.898, 150.903, 150.896, 150.898
2023-11-09 00:30, USDJPY, 150.898, 150.899, 150.867, 150.869
2023-11-09 00:31, USDJPY, 150.874, 150.888, 150.866, 150.868
2023-11-09 00:32, USDJPY, 150.874, 150.876, 150.864, 150.867
2023-11-09 00:33, USDJPY, 150.869, 150.874, 150.864, 150.869
2023-11-09 00:34, USDJPY, 150.869, 150.889, 150.869, 150.876
2023-11-09 00:35, USDJPY, 150.876, 150.898, 150.875, 150.891
2023-11-09 00:36, USDJPY, 150.89, 150.892, 150.887, 150.891
2023-11-09 00:37, USDJPY, 150.891, 150.902, 150.889, 150.899
2023-11-09 00:38, USDJPY, 150.899, 150.924, 150.899, 150.924
2023-11-09 00:39, USDJPY, 150.924, 150.933, 150.922, 150.926
2023-11-09 00:40, USDJPY, 150.928, 150.935, 150.925, 150.932
2023-11-09 00:41, USDJPY, 150.932, 150.941, 150.93, 150.933
2023-11-09 00:42, USDJPY, 150.933, 150.933, 150.913, 150.913
2023-11-09 00:43, USDJPY, 150.913, 150.92, 150.913, 150.918
2023-11-09 00:44, USDJPY, 150.918, 150.919, 150.911, 150.913
2023-11-09 00:45, USDJPY, 150.917, 150.918, 150.899, 150.899
2023-11-09 00:46, USDJPY, 150.899, 150.9, 150.895, 150.898
2023-11-09 00:47, USDJPY, 150.898, 150.899, 150.872, 150.872
2023-11-09 00:48, USDJPY, 150.872, 150.874, 150.845, 150.863
2023-11-09 00:49, USDJPY, 150.863, 150.869, 150.846, 150.846
2023-11-09 00:50, USDJPY, 150.846, 150.864, 150.846, 150.86
2023-11-09 00:51, USDJPY, 150.86, 150.862, 150.819, 150.831
2023-11-09 00:52, USDJPY, 150.833, 150.834, 150.807, 150.816
2023-11-09 00:53, USDJPY, 150.816, 150.819, 150.79, 150.819
2023-11-09 00:54, USDJPY, 150.818, 150.823, 150.81, 150.823
2023-11-09 00:55, USDJPY, 150.823, 150.824, 150.8, 150.807
2023-11-09 00:56, USDJPY, 150.802, 150.823, 150.802, 150.813
2023-11-09 00:57, USDJPY, 150.813, 150.824, 150.793, 150.822
2023-11-09 00:58, USDJPY, 150.822, 150.846, 150.822, 150.838
2023-11-09 00:59, USDJPY, 150.838, 150.844, 150.822, 150.84
2023-11-09 01:00, USDJPY, 150.839, 150.847, 150.836, 150.837
2023-11-09 01:01, USDJPY, 150.836, 150.847, 150.814, 150.846
2023-11-09 01:02, USDJPY, 150.845, 150.847, 150.835, 150.844
2023-11-09 01:03, USDJPY, 150.844, 150.846, 150.833, 150.841
2023-11-09 01:04, USDJPY, 150.84, 150.845, 150.822, 150.84
2023-11-09 01:05, USDJPY, 150.841, 150.846, 150.836, 150.845
2023-11-09 01:06, USDJPY, 150.845, 150.845, 150.819, 150.819
2023-11-09 01:07, USDJPY, 150.82, 150.82, 150.806, 150.82
2023-11-09 01:08, USDJPY, 150.819, 150.834, 150.812, 150.814
2023-11-09 01:09, USDJPY, 150.814, 150.824, 150.812, 150.822
2023-11-09 01:10, USDJPY, 150.824, 150.824, 150.816, 150.821
2023-11-09 01:11, USDJPY, 150.822, 150.848, 150.819, 150.845
2023-11-09 01:12, USDJPY, 150.845, 150.845, 150.815, 150.838
2023-11-09 01:13, USDJPY, 150.838, 150.838, 150.787, 150.791
2023-11-09 01:14, USDJPY, 150.791, 150.791, 150.764, 150.786
2023-11-09 01:15, USDJPY, 150.786, 150.798, 150.783, 150.787
2023-11-09 01:16, USDJPY, 150.787, 150.787, 150.764, 150.777
2023-11-09 01:17, USDJPY, 150.777, 150.777, 150.756, 150.771
2023-11-09 01:18, USDJPY, 150.771, 150.778, 150.76, 150.76
2023-11-09 01:19, USDJPY, 150.757, 150.757, 150.741, 150.744
2023-11-09 01:20, USDJPY, 150.744, 150.745, 150.719, 150.731
2023-11-09 01:21, USDJPY, 150.729, 150.74, 150.729, 150.74
2023-11-09 01:22, USDJPY, 150.739, 150.744, 150.724, 150.744
2023-11-09 01:23, USDJPY, 150.744, 150.759, 150.743, 150.758
2023-11-09 01:24, USDJPY, 150.758, 150.769, 150.734, 150.74
2023-11-09 01:25, USDJPY, 150.743, 150.745, 150.733, 150.745
2023-11-09 01:26, USDJPY, 150.746, 150.76, 150.746, 150.756
2023-11-09 01:27, USDJPY, 150.756, 150.767, 150.755, 150.755
2023-11-09 01:28, USDJPY, 150.755, 150.767, 150.746, 150.766
2023-11-09 01:29, USDJPY, 150.766, 150.769, 150.756, 150.765
2023-11-09 01:30, USDJPY, 150.766, 150.793, 150.764, 150.792
2023-11-09 01:31, USDJPY, 150.791, 150.802, 150.779, 150.797
2023-11-09 01:32, USDJPY, 150.797, 150.797, 150.779, 150.78
2023-11-09 01:33, USDJPY, 150.781, 150.788, 150.778, 150.779
2023-11-09 01:34, USDJPY, 150.779, 150.789, 150.777, 150.788
